epoch,train_loss,val_loss,val_dice
1,0.9187667385324255,1.0420393184308083,0.43303438283487783
2,0.7771188717383843,0.9378373421007588,0.4612264394316508
3,0.7478781683104379,0.8748378119161052,0.4595353756629117
4,0.733821697823413,0.8397502937624531,0.5107361236029421
5,0.7135010512618275,1.0135713719552564,0.3363251117624738
6,0.701918557092741,0.8274417615705921,0.4935506661025057
7,0.6859213465994055,0.8069962791858181,0.48305605028751386
8,0.6767681484872644,0.8002458137850608,0.5052622592711183
9,0.6699710898585134,0.8685847530441899,0.5077418812895894
10,0.6547638862938076,0.9605669090824742,0.3413527480973518
11,0.6378403066040633,0.7855519767730467,0.4907001367783003
12,0.6219146979319585,0.78292743813607,0.48382796082141805
13,0.6092625794472633,0.9329843357686074,0.3242925952614193
14,0.5888148362373377,0.8460351286395904,0.43344756153784164
15,0.5665524089104169,0.7959135626592944,0.508997837295646
16,0.5521443372035956,0.7941484643566993,0.4785561180919941
17,0.5343200980455844,0.8278745201326185,0.45741378127275484
18,0.514105788105494,0.7952405483491959,0.4958880275525273
19,0.49685590549722897,0.8046010963378414,0.4829659681714099
20,0.4767309520151708,0.8110609679452835,0.4844396781631153
21,0.45731602164057944,0.8373359518666421,0.48681630328626874
22,0.44032365103046617,0.8405491084821762,0.49302890267621835
23,0.4206321583939837,0.8878448019104619,0.4313131091225165
24,0.4039724109234748,0.8605703528850309,0.4396784559214394
25,0.3874874434300831,0.867748293184465,0.4317832475527609
26,0.3675946333965698,0.8695609300367294,0.46775209547147284
27,0.36256572120375447,0.8510156937183873,0.4783974336559983
28,0.337168658321554,0.8964987262602775,0.4360586184215536
29,0.32488124904694493,0.8946305273040649,0.43191767063040387
30,0.3216952703796424,0.8971227801615193,0.43771351321160024
31,0.2966018814545173,0.9292689119615862,0.41880657887622197
32,0.28969975725396885,0.9187288370824629,0.44466552232074785
33,0.28007554446722005,0.9446394183943349,0.4364478470525739
34,0.2705213993594244,0.9820241389736053,0.40727477257441763
35,0.26572780030501353,0.9346335837917943,0.4359467877820913
36,0.24908742773068415,1.0066018825577152,0.4166646547281781
37,0.24576359513131055,0.9048316815207081,0.455812942973703
38,0.23721485459185265,0.9427463566103289,0.4668372736020074
39,0.23317996025472493,0.9339530775623937,0.46590225423765264
40,0.22000260951070041,0.9799049448582434,0.42786726321973806
